bibtex_key,title,selection_criteria,status,comments
hutchison_using_2013,Using {GPFS} to {Manage} {NVRAM}-{Based} {Storage} {Cache},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
malyshkin_parallelizing_2017,Parallelizing {Inline} {Data} {Reduction} {Operations} for {Primary} {Storage} {Systems},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[parallel data reduction technique]-[Storage Systems[nf(not found)][rsee(1m)]]-[SSD]
[deduplication&compression]-[N]-[vdbench]"
6058938,QClock: An interposed scheduling algorithm for performance virtualization in shared storage systems,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
6217421,On Urgency of I/O Operations,S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[profile-based strategies automatic code instrumenter]-[Applications(high-perf.)[File System(PVFS)]]-[Cache]
[caching]-[N]-[madbench2&wupwise&apsi&e_elem&astro&sar&hf]"
Song2013113,Realization and design of a hybrid storage system in high performance computing,the paper is not acessible,Rejected,
Niu20182083,APMSS: The New Solid Storage System with Asymmetric Interface [APMSS:一种具有非对称接口的固态存储系统],The paper are not described in English,Rejected,[chinese]
Cai20151558,File system level wear leveling mechanism for non-volatile memory based storage,The paper are not described in English,Rejected,[chinese]
Zhang20121804,An approach for migrating data adaptively in hierarchical storage systems,the paper is not acessible,Rejected,
Li20172497,A High Performance and Reliable Hybrid Host Cache System,The paper are not described in English,Rejected,[chinese]
20181805115076,Optimizing TLB for access pattern privacy protection in data outsourcing,the paper is not acessible,Rejected,
Lee:2009:FFR:1629435.1629459,FRA: A Flash-aware Redundancy Array of Flash Storage Devices,ARCHITECTURE,Accepted,"[(FRA)]-[(Storage System)[ssee(not found)]]-[HDD&SSD]
[Raid]-[N]-[SandraFS&ATTO&MP3FileCopy&MovieFileCopy&MSOffice&InternetExploration]"
He:2013:IAP:2493123.2462909,I/O Acceleration with Pattern Detection,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[algorithms]-[HPC[File System(PLFS)][rhee(LANL’s RRZ)]]-[HDD&Memory]
[prefetching]-[N]-[LANL(FS-TEST)&MapReplayer&NERSC-Pattern-I/O&BTIO&LANL&MILC Code&Pagoda]"
20180804811467,A novel disk I/O scheduling framework of virtualized storage system,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[improved disk I/O scheduling framework]-[cloud[Virtualization(Xen)][rsee(1m)]]-[HDD]
[I/O schedulin]-[N]-[read-intensive(http_load&AS3AP-IR)&write-intensive(DBench)&Kernel-build&IOzone]"
20184406023728,HALO: A fast and durable disk write cache using phase change memory,H2SS-IO -Hardw-2-improve-IO-on-Storage-Systems,Accepted,"[(HALO)PCM]-[Storage Systems[Storage System][ssee(PCM simulator)]]-[HDD&PCM]
[PCM]-[N]-[SPC(Financial1&Financial2)&DisplayAdvertisement(Dap)&Microsoft(Exchange)&TPC(TPC-E)&FloridaInternationalUniversity(Mail)&IOmeter(Randw)]"
7877126,Exploring the Potentials of Parallel Garbage Collection in SSDs for Enterprise Storage Systems,S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[(PaGC)]-[SSD[simulator(SSDsim)][sd(SSDsim)]]-[SSD]
[garbage collector]-[N]-[SPC(financial1)&MSR(proj_0&prxy_0&src2_0&stg_0&ts_0&usr_0&usr_1&hm_0&msnfs_0&msnfs_1&msnfs_4&msnfs_5&prn_0&proj_2)]"
7516057,Key/Value-Enabled Flash Memory for Complex Scientific Workflows with On-Line Analysis and Visualization,S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[key-value aggregation module]-[HPC[Storage Systems(storage system)][rhee(IBM BlueGene/Q)]]-[SCM&Flash]
[key-value IO]-[N]-[specific]"
7858552,A Multi-Tiered Storage Structure for Cloud Computing,ARCHITECTURE,Accepted,"[Multi-Tiered Storage Structure]-[(Cloud)[ssee(not found)]]-[HDD&SSD]
[queuing structure]-[N]-[SNIA(MSN)&VirtualboxOSE(VMM)&SQLIOSim(SQL)]"
7840630,Boldio: A hybrid and resilient burst-buffer over lustre for accelerating big data I/O,ARCHITECTURE,Accepted,"[(Boldio)]-[(Big Data)[rsee(2c_12n_20n)]]-[DRAM&SSD]
[RDMA-enabled]-[N]-[TestDFSIO&Sort&specific]"
yokota_i/o_2018,I/{O} {Interference} {Alleviation} on {Parallel} {File} {Systems} {Using} {Server}-{Side} {QoS}-{Based} {Load}-{Balancing},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
nambiar_performance_2018,Performance {Characterization} of {Big} {Data} {Systems} with {TPC} {Express} {Benchmark} {HS},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
aggarwal_understanding_2018,Understanding {Live} {Migration} {Techniques} {Intended} for {Resource} {Interference} {Minimization} in {Virtualized} {Cloud} {Environment},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
jarvis_periodic_2018,Periodic {I}/{O} {Scheduling} for {Super}-{Computers},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
renault_learning_2019,Learning {Concave}-{Convex} {Profiles} of {Data} {Transport} over {Dedicated} {Connections},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
cheng_cost-efficient_2019,A {Cost}-{Efficient} {Multi}-cloud {Orchestrator} for {Benchmarking} {Containerized} {Web}-{Applications},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yahyapour_yolo:_2019,{YOLO}: {Speeding} {Up} {VM} and {Docker} {Boot} {Time} by {Reducing} {I}/{O} {Operations},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
li_performance_2019,Performance {Analysis} and {Optimization} of {Alluxio} with {OLAP} {Workloads} over {Virtual} {Infrastructure},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
li_automated_2019,Automated and {Intelligent} {Data} {Migration} {Strategy} in {High} {Energy} {Physical} {Storage} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_hitrans:_2015,{HiTrans}: {An} {FPGA}-{Based} {Gateway} {Design} and {Implementation} in {HPC} {Environments},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
j._park_multimedia_2012,Multimedia {Data} {Placement} and {Retrieval} for {Mobile} {Platform},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
lee_multipath_2018,{MultiPath} {MultiGet}: {An} {Optimized} {Multiget} {Method} {Leveraging} {SSD} {Internal} {Parallelism},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(MPMG)]-[database(RocksDB)[RocksDB]]-[SSD]
[hardware concerning]-[N]-[RocksDB(db_bench)]"
hutchison_adaptive_2013,Adaptive {Sequential} {Prefetching} for {Multiple} {Streams},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kunkel_scientific_2017,Scientific {Applications} {Performance} {Evaluation} on {Burst} {Buffer},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
welzer_nativendp:_2019,{nativeNDP}: {Processing} {Big} {Data} {Analytics} on {Native} {Storage} {Nodes},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_comparing_2010,Comparing {Hadoop} and {Fat}-{Btree} {Based} {Access} {Method} for {Small} {File} {I}/{O} {Applications},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
balas_overview_2017,An {Overview} on {Data} {Deduplication} {Techniques},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_comparison_2016,Comparison and {Improvement} of {Hadoop} {MapReduce} {Performance} {Prediction} {Models} in the {Private} {Cloud},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
janczewski_practical_2018,Practical {Cryptographic} {Data} {Integrity} {Protection} with {Full} {Disk} {Encryption},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
park_block_2013,Block {IO} {Request} {Handling} for {DRAM}-{SSD} in {Linux} {Systems},S2H-IO -Soft-2-improve-IO-on-Hardware,Accepted,"[method to improve the performance]-[DRAM-SSD[O.S.(Linux)][rd(nfDRAM-SSD)]]-[HDD&DRAM-SSD]
[hardware concerning]-[N]-[IOMeter]"
hutchison_compound_2010,Compound {Treatment} of {Chained} {Declustered} {Replicas} {Using} a {Parallel} {Btree} for {High} {Scalability} and {Availability},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
canetti_highly-scalable_2013,Highly-{Scalable} {Searchable} {Symmetric} {Encryption} with {Support} for {Boolean} {Queries},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
hutchison_ssd-aware_2014,{SSD}-{Aware} {Temporary} {Data} {Management} {Policy} for {Improving} {Query} {Performance},S2S-IO -Soft-2-improve-IO-on-Software,Accepted,"[(STDM)]-[database(PostgreSQL)[PostgreSQL]]-[SSD&Memory]
[hardware concerning]-[Y]-[TPC(TPC-H)]"
hutchison_emulation_2010,Emulation of {Object}-{Based} {Storage} {Devices} by a {Virtual} {Machine},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[emulation framework]-[cloud[Virtualization(QEMU)][rsee(1s)]]-[HDD]
[scheduler]-[N]-[Bonnie++]"
hutchison_radar:_2014,{RADAR}: {Runtime} {Asymmetric} {Data}-{Access} {Driven} {Scientific} {Data} {Replication},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_cfdc:_2010,{CFDC}: {A} {Flash}-{Aware} {Buffer} {Management} {Algorithm} for {Database} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
kunkel_mpi-io_2017,An {MPI}-{IO} {In}-{Memory} {Driver} for {Non}-volatile {Pooled} {Memory} of the {Kove} {XPD},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[XPD-MPIIO-driver]-[Cluster[Applications(MPI)][rsee(14n)]]-[Memory]
[memory concerning]-[N]-[IOR]"
yokota_machine_2018,Machine {Learning} {Based} {Parallel} {I}/{O} {Predictive} {Modeling}: {A} {Case} {Study} on {Lustre} {File} {Systems},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
rao_data_2018,On {Data} {Transfers} {Over} {Wide}-{Area} {Dedicated} {Connections},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[evaluation?]
hutchison_performance_2010,Performance {Optimization} of {Small} {File} {I}/{O} with {Adaptive} {Migration} {Strategy} in {Cluster} {File} {System},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_eh-code:_2015,{EH}-{Code}: {An} {Extended} {MDS} {Code} to {Improve} {Single} {Write} {Performance} of {Disk} {Arrays} for {Correcting} {Triple} {Disk} {Failures},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(EH-Code)]-[Storage Systems-RAID[nf(not found)][ssee(Disksim)]]-[HDD]
[hardware concerning]-[N]-[MSR(src2_0&prxy_0)&SPC(Financial1)]"
zhang_alor:_2018,{ALOR}: {Adaptive} {Layout} {Optimization} of {Raft} {Groups} for {Heterogeneous} {Distributed} {Key}-{Value} {Stores},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(ALOR)]-[Cluster[Applications(TiDB)][rsee(8n)]]-[SSD]
[loadb balance]-[N]-[YCSB(YCSB)]"
park_software_2011,Software {RAID} 5 for {OLTP} {Applications} with {Frequent} {Small} {Writes},S2SS-IO -Soft-2-improve-IO-on-Storage-Systems,Accepted,"[(RMW)]-[Storage Systems-RAID5[O.S.(Linux)][ssee(not found)]]-[SSD]
[hardware concerning]-[N]-[SPC(Financial1)]"
hutchison_coexisting_2012,Coexisting {Scheduling} {Policies} {Boosting} {I}/{O} {Virtual} {Machines},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
chen_hdstore:_2014,{HDStore}: {An} {SSD}/{HDD} {Hybrid} {Distributed} {Storage} {Scheme} for {Large}-{Scale} {Data},ARCHITECTURE,Accepted,"[(HDStore)]-[(Storage System)[rsee(4n)]]-[HDD&SSD]
[hardware concerning]-[N]-[LUBM]"
reddy_edla_data_2018,Data {Deduplication} and {Fine}-{Grained} {Auditing} on {Big} {Data} in {Cloud} {Storage},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
uhler_vups:_2013,{vUPS}: {Virtually} {Unifying} {Personal} {Storage} for {Fast} and {Pervasive} {Data} {Accesses},The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[I/O?]"
chen_efficient_2010,Efficient and {Adaptable} {Query} {Workload}-{Aware} {Management} for {RDF} {Data},The papaer do not proposed a storage device solution to improve IO performance,Rejected,"[device?]
[I/O?]"
hua_snapcdp_2009,{SnapCDP} : {A} {CDP} {System} {Based} on {LVM},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
sharaf_storing_2015,Storing and {Processing} {Massive} {Trajectory} {Data} on {SAP} {HANA},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
lopes_mario:_2014,Mario: {Interactive} {Tuning} of {Biological} {Analysis} {Pipelines} {Using} {Iterative} {Processing},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
sun_parallel_2014,Parallel {Data} {Processing} in {Dynamic} {Hybrid} {Computing} {Environment} {Using} {MapReduce},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
pechenizkiy_data_2013,Data {Prefetching} {Based} on {Long}-{Term} {Periodic} {Access} {Patterns},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hutchison_linear_2012,A {Linear} {Algebra} {Technique} for (de){Centralized} {Processing} of {SPARQL} {Queries},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
jonasson_bridging_2012,Bridging {HPC} and {Grid} {File} {I}/{O} with {IOFSL},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
fournier_storlet_2015,Storlet {Engine} for {Executing} {Biomedical} {Processes} {Within} the {Storage} {System},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
zu_research_2015,Research on {Performance} {Comparison} of {Data} {Center} {Between} {PM} and {VM},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
raza_autonomic_2019,Autonomic workload performance tuning in large-scale data repositories,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
tarasov_evaluating_2019,Evaluating {Docker} storage performance: from workloads to graph drivers,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
wang_efficient_2009,Efficient clustered server-side data analysis workflows using {SWAMP},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
zhou_load_2016,Load balancing prediction method of cloud storage based on analytic hierarchy process and hybrid hierarchical genetic algorithm,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
lebutsch_content_2010,Content {Management} as a {Service}—{Financial} {Archive} {Cloud},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
yang_mapreduce_2012,{MapReduce} {Workload} {Modeling} with {Statistical} {Approach},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
hu_-memory_2019,In-memory transaction processing: efficiency and scalability considerations,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
huang_bufferbank:_2014,{BufferBank}: {A} distributed cache infrastructure for peer-to-peer application,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
kriakov_self-tuning_2009,Self-tuning management of update-intensive multidimensional data in clusters of workstations,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
zhuang_d-ocean:_2016,D-{Ocean}: an unstructured data management system for data ocean environment,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
zhang_locality-aware_2015,Locality-aware allocation of multi-dimensional correlated files on the cloud platform,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
krasovec_enhancing_2019,Enhancing the {Grid} with {Cloud} {Computing}: {ARC}-{CC}: {ARC} {Cluster} in the {Cloud},The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
cha_effective_2019,Effective metadata management in exascale file system,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[device?]
lin_reliable_2012,Reliable {MapReduce} computing on opportunistic resources,The papaer do not proposed a storage device solution to improve IO performance,Rejected,[I/O?]
